id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_b04_mean,eta_b14_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha14_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_alpha24_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_b04_mode,eta_b14_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha14_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_alpha24_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_b04_sd,eta_b14_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha14_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd,eta_alpha24_sd
75,-0.301397,0.0349075,-0.0157748,0.0236469,0.0588688,-0.00352734,0.343202,0.0461426,1.90676,-0.0765895,0,0,0,0,0,0,0,0,0,0,0,0,-0.288277,-0.000340924,-0.0465314,0.178257,0.057079,-0.00345163,0.447673,0.0402832,1.89851,-0.0758509,0,0,0,0,0,0,0,0,0,0,0,0,-0.814209,0.0253366,-0.046954,0.64968,0.060527,-0.00364163,0.431172,0.0407257,1.84304,-0.0718984,0,0,0,0,0,0,0,0,0,0,0,0,0.693585,0.0594079,0.0685413,0.908888,0.0202485,0.00125194,0.296574,0.0182877,0.337111,0.0197243,0,0,0,0,0,0,0,0,0,0,0,0
76,-0.824529,0.0534635,-0.0107364,-0.134982,-0.0179185,0.00495948,0.246979,-0.0288133,0.0909391,-0.0375486,0,0,0,0,0,0,0,0,0,0,0,0,-1.08789,0.0750879,-0.0141519,-0.142031,-0.0233438,0.00572399,0.289677,-0.0311796,0.197288,-0.0523663,0,0,0,0,0,0,0,0,0,0,0,0,-2.14486,0.109527,0.0144788,0.233191,-0.0208942,0.00547851,0.283134,-0.0319836,0.146591,-0.0472216,0,0,0,0,0,0,0,0,0,0,0,0,1.11195,0.0832891,0.0678933,0.751197,0.0217902,0.00274582,0.390341,0.0469398,0.438298,0.054735,0,0,0,0,0,0,0,0,0,0,0,0
77,-0.408872,-0.00337783,-0.00145908,0.0148609,0.0349459,0.000243968,-1.2019,-0.0045403,1.71102,-0.00644446,0,0,0,0,0,0,0,0,0,0,0,0,-0.542436,-0.000749294,-0.00494794,0.0234786,0.0377864,0.000589707,-1.19867,-0.0110186,1.66291,0.00070326,0,0,0,0,0,0,0,0,0,0,0,0,-1.05963,-0.000168218,8.64147e-05,-0.000484243,0.0372759,2.50493e-05,-1.20199,-0.0021765,1.6741,3.548e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.10417,0.0943478,0.0794142,0.953305,0.0344363,0.00556114,0.570328,0.155242,0.631295,0.0935406,0,0,0,0,0,0,0,0,0,0,0,0
78,-0.24788,-0.014924,0.000372338,-0.166706,-0.00661979,-0.000322214,0.433308,0.0639675,2.88391,-0.0248969,0,0,0,0,0,0,0,0,0,0,0,0,-0.306226,0.000998482,0.00101568,0.0418223,-0.00676117,0.000547254,0.429341,0.0676602,2.95916,-0.00857189,0,0,0,0,0,0,0,0,0,0,0,0,-0.853274,0.00152397,-0.00114359,0.00418323,-0.00606078,-5.73047e-05,0.422362,0.0564932,2.87865,-0.00186608,0,0,0,0,0,0,0,0,0,0,0,0,1.16812,0.101654,0.0812343,0.94188,0.0307023,0.00529887,0.549846,0.135699,0.606738,0.091626,0,0,0,0,0,0,0,0,0,0,0,0
79,-0.679345,0.0511274,-0.0153966,-0.223721,0.0163273,0.00283892,-0.693732,-0.138738,-1.7089,-0.0888195,0,0,0,0,0,0,0,0,0,0,0,0,-0.695376,0.0396944,-0.0156102,-0.0611694,0.0186158,0.00229269,-0.734356,-0.138468,-1.66006,-0.0881717,0,0,0,0,0,0,0,0,0,0,0,0,-1.50958,0.0726,-0.00504338,0.359073,0.0194945,0.00236862,-0.717147,-0.136553,-1.6691,-0.0897954,0,0,0,0,0,0,0,0,0,0,0,0,0.979636,0.0909731,0.0713897,0.832259,0.0216593,0.0039078,0.413423,0.0818972,0.476315,0.063784,0,0,0,0,0,0,0,0,0,0,0,0
80,-0.777463,0.0395835,-0.0253018,-0.171619,-0.048694,-0.00255238,0.836057,-0.181467,-1.64675,-0.0338072,0,0,0,0,0,0,0,0,0,0,0,0,-0.790026,0.0389366,-0.0242152,-0.0540161,-0.0526837,-0.00223935,0.876043,-0.188477,-1.77533,-0.0171369,0,0,0,0,0,0,0,0,0,0,0,0,-1.70772,0.0593352,-0.0203209,0.481194,-0.0532363,-0.00226468,0.841615,-0.182754,-1.77565,-0.0170263,0,0,0,0,0,0,0,0,0,0,0,0,0.903307,0.0679665,0.06584,0.894825,0.0203805,0.0029339,0.410811,0.0559786,0.429397,0.0558498,0,0,0,0,0,0,0,0,0,0,0,0
81,1.76577,0.103878,-0.0661159,1.51909,0.0445236,0.00238528,0.82606,0.00292844,3.38437,-0.0699463,0,0,0,0,0,0,0,0,0,0,0,0,1.77783,0.0988906,-0.0559866,1.5871,0.0428865,0.00247324,0.744449,0.0169272,3.32173,-0.048061,0,0,0,0,0,0,0,0,0,0,0,0,1.24321,0.125537,-0.0309761,1.48923,0.044291,0.00238936,0.787829,0.0142346,3.38823,-0.0647516,0,0,0,0,0,0,0,0,0,0,0,0,1.10593,0.0494638,0.065781,0.485069,0.0225129,0.0046289,0.398138,0.0974172,0.452775,0.0805612,0,0,0,0,0,0,0,0,0,0,0,0
82,-0.660409,0.0200779,-0.0334131,0.0443691,0.0273571,0.00382475,-0.170679,-0.0706288,-2.79519,-0.0222698,0,0,0,0,0,0,0,0,0,0,0,0,-0.576716,0.0393266,-0.018506,-0.0198409,0.0219101,0.00480677,-0.120175,-0.0784525,-2.81145,-0.0211603,0,0,0,0,0,0,0,0,0,0,0,0,-2.14782,0.0571222,-0.0378107,0.738357,0.0228554,0.00458883,-0.195235,-0.068491,-2.82836,-0.0206639,0,0,0,0,0,0,0,0,0,0,0,0,1.1404,0.0665719,0.0698555,0.857366,0.0229659,0.00329031,0.400191,0.0545268,0.464279,0.0556303,0,0,0,0,0,0,0,0,0,0,0,0
83,0.966463,-0.00218965,-0.0433028,-0.292043,-0.0278846,0.00230209,-1.80694,-0.276864,3.01851,0.0564338,0,0,0,0,0,0,0,0,0,0,0,0,1.0595,-0.0200671,-0.0399237,-0.0800447,-0.0308425,0.00248538,-1.77183,-0.279667,3.03794,0.0557697,0,0,0,0,0,0,0,0,0,0,0,0,0.700097,0.0114013,-0.0345479,0.320887,-0.0325279,0.00260978,-1.79046,-0.277744,2.97825,0.0587649,0,0,0,0,0,0,0,0,0,0,0,0,0.617957,0.0612111,0.0712943,0.859498,0.016687,0.000976827,0.289437,0.0189608,0.351659,0.0233264,0,0,0,0,0,0,0,0,0,0,0,0
84,-0.287748,-0.07698,0.0805369,0.546558,0.0252567,-0.00345779,1.46175,0.177588,-0.857124,-0.00312116,0,0,0,0,0,0,0,0,0,0,0,0,-0.351873,-0.0980247,0.0674034,0.552898,0.0219674,-0.00229682,1.46233,0.187298,-0.80263,-0.00363436,0,0,0,0,0,0,0,0,0,0,0,0,-0.202958,-0.0784524,0.0808405,1.15954,0.024579,-0.00259005,1.44391,0.179026,-0.83764,0.00425393,0,0,0,0,0,0,0,0,0,0,0,0,0.790327,0.0852713,0.0652886,0.775429,0.0226358,0.00477222,0.41293,0.124235,0.485169,0.0914523,0,0,0,0,0,0,0,0,0,0,0,0
85,1.50176,-0.0283516,-0.0043716,-0.232746,0.00692062,0.00415771,0.140008,-0.0224401,-0.0597726,0.051543,0,0,0,0,0,0,0,0,0,0,0,0,1.36704,-0.0138023,9.5021e-05,-0.392794,0.00912745,0.00385152,0.0545866,-0.0104477,-0.0941843,0.0546482,0,0,0,0,0,0,0,0,0,0,0,0,1.11367,-0.0010032,0.000970908,-0.00396257,0.00593559,0.00416518,0.0995366,-0.0164083,-0.0727373,0.054181,0,0,0,0,0,0,0,0,0,0,0,0,0.762157,0.0848834,0.068166,0.852692,0.0220959,0.00283103,0.384215,0.0563056,0.438482,0.0534765,0,0,0,0,0,0,0,0,0,0,0,0
86,-0.0525808,0.0280102,-0.0261709,-0.126075,0.0352424,0.00528938,0.398425,-0.013933,0.0932595,0.0796532,0,0,0,0,0,0,0,0,0,0,0,0,0.108063,-0.000855707,-0.0194858,-0.0498521,0.0341153,0.00520673,0.340957,-0.00546713,0.148057,0.0728236,0,0,0,0,0,0,0,0,0,0,0,0,-0.602365,0.0327475,-0.0248147,0.320332,0.0335989,0.00555324,0.431192,-0.0215814,0.124034,0.0774569,0,0,0,0,0,0,0,0,0,0,0,0,0.911939,0.0808284,0.0814542,0.818507,0.0218966,0.00358264,0.446532,0.0848048,0.42407,0.0633229,0,0,0,0,0,0,0,0,0,0,0,0
87,1.49703,0.0219847,-0.0438279,0.251888,-0.00995444,0.00327128,2.68903,-0.109536,-0.977327,-0.00677713,0,0,0,0,0,0,0,0,0,0,0,0,1.40746,0.02291,-0.0509581,0.28392,-0.0142696,0.00360807,2.66637,-0.10721,-1.16196,0.00195761,0,0,0,0,0,0,0,0,0,0,0,0,0.278997,0.0502159,-0.0485769,0.933436,-0.0125155,0.0034682,2.64376,-0.105901,-1.07859,-0.000704733,0,0,0,0,0,0,0,0,0,0,0,0,1.09092,0.060312,0.0742835,0.940146,0.0227952,0.0013096,0.298977,0.0170454,0.316301,0.0195749,0,0,0,0,0,0,0,0,0,0,0,0
88,-0.728196,-0.0554481,0.0115798,-0.391212,-0.0215567,0.00491528,0.465716,-0.119625,-0.188241,0.0868956,0,0,0,0,0,0,0,0,0,0,0,0,-0.807325,-0.0713482,-0.00281006,-0.381863,-0.0209955,0.00492219,0.513034,-0.122015,-0.129516,0.0852,0,0,0,0,0,0,0,0,0,0,0,0,-0.810351,-0.0343975,0.0300658,0.108643,-0.0243218,0.00512499,0.500746,-0.121155,-0.090798,0.0826631,0,0,0,0,0,0,0,0,0,0,0,0,0.378633,0.0795182,0.0579144,0.754407,0.0180624,0.00107036,0.266582,0.015227,0.366915,0.0204988,0,0,0,0,0,0,0,0,0,0,0,0
89,-0.587361,-0.0125928,0.00449695,-0.207983,0.0109038,0.00135389,-1.16298,-0.0792294,-0.281584,0.0125791,0,0,0,0,0,0,0,0,0,0,0,0,-0.647962,-0.0108174,0.00465024,-0.351639,0.012163,0.000337583,-1.13328,-0.0917071,-0.24992,0.00729377,0,0,0,0,0,0,0,0,0,0,0,0,-0.91431,-0.0168723,0.00968651,-0.0124844,0.0130312,0.000673336,-1.14326,-0.0874221,-0.279373,0.0145226,0,0,0,0,0,0,0,0,0,0,0,0,0.783601,0.0853303,0.0729289,0.88564,0.0236517,0.00562972,0.374344,0.128598,0.461866,0.0938851,0,0,0,0,0,0,0,0,0,0,0,0
90,0.710408,0.0551452,-0.0253269,0.0217276,0.022344,0.00184264,0.412146,0.00312303,-0.621343,0.0634261,0,0,0,0,0,0,0,0,0,0,0,0,0.704514,0.0518748,-0.0193442,0.0808062,0.0238142,0.00135131,0.33525,0.0259407,-0.602019,0.0620454,0,0,0,0,0,0,0,0,0,0,0,0,-0.168739,0.0852879,-0.00848675,0.487466,0.0221838,0.00194501,0.309336,0.0232771,-0.559282,0.056324,0,0,0,0,0,0,0,0,0,0,0,0,1.20779,0.0907689,0.0696928,0.887014,0.0229246,0.00461962,0.390537,0.0775657,0.475793,0.0811123,0,0,0,0,0,0,0,0,0,0,0,0
91,0.864044,-0.0110468,-0.00182171,-0.203066,-0.0568021,-0.00355289,0.947622,0.0674569,-1.93566,0.0187763,0,0,0,0,0,0,0,0,0,0,0,0,0.758877,-0.00815754,-6.09708e-05,-0.321042,-0.0583335,-0.00394594,0.96779,0.0572546,-2.04022,0.0256514,0,0,0,0,0,0,0,0,0,0,0,0,0.429665,-0.00867857,0.00565613,-0.016767,-0.0591849,-0.00398307,0.931656,0.0836088,-1.9872,0.0141785,0,0,0,0,0,0,0,0,0,0,0,0,0.896439,0.0897586,0.068938,0.887095,0.0238639,0.00550924,0.38761,0.114621,0.450246,0.0921804,0,0,0,0,0,0,0,0,0,0,0,0
92,2.66686,-0.023608,-0.00473946,-0.466874,-0.0505095,-0.0022712,0.328881,0.158733,0.643064,-0.0399266,0,0,0,0,0,0,0,0,0,0,0,0,2.7641,-0.0199489,0.00234493,-0.3221,-0.052216,-0.00219835,0.463995,0.15104,0.55577,-0.0332314,0,0,0,0,0,0,0,0,0,0,0,0,2.76232,-0.0348682,0.0233936,0.0782164,-0.053787,-0.00201932,0.437401,0.152686,0.642675,-0.0389688,0,0,0,0,0,0,0,0,0,0,0,0,0.782887,0.0870039,0.0751798,0.894321,0.0226822,0.00132774,0.273319,0.0149695,0.344971,0.0206243,0,0,0,0,0,0,0,0,0,0,0,0
93,0.24188,-0.0250139,0.0189662,-0.346657,-0.000994984,0.00286804,-0.303701,-0.0516421,2.98493,0.0279927,0,0,0,0,0,0,0,0,0,0,0,0,0.185517,-0.051238,0.00519063,-0.351404,-0.00678157,0.00337527,-0.267053,-0.0717248,3.04198,0.0185117,0,0,0,0,0,0,0,0,0,0,0,0,0.0603189,-0.0389878,0.0273565,0.11849,-0.00431891,0.00330551,-0.268579,-0.0659882,2.9835,0.021427,0,0,0,0,0,0,0,0,0,0,0,0,0.698773,0.0832446,0.0697525,0.894104,0.0216367,0.00384458,0.392325,0.0776045,0.444515,0.0650043,0,0,0,0,0,0,0,0,0,0,0,0
94,3.13851,-0.000161601,0.00207121,-0.0979196,0.00572139,0.00120673,0.846278,-0.0331826,0.673844,0.00729067,0,0,0,0,0,0,0,0,0,0,0,0,3.14287,-0.0118961,0.00158345,0.00521437,0.00557974,0.000765018,0.853417,-0.0239963,0.522989,9.33867e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.81714,-0.00166121,0.000862664,-0.00449674,0.0072186,0.000245634,0.836258,-0.0154445,0.637731,0.000140096,0,0,0,0,0,0,0,0,0,0,0,0,1.11034,0.0979625,0.0802613,0.867474,0.0310407,0.00577182,0.535752,0.14263,0.640225,0.0937773,0,0,0,0,0,0,0,0,0,0,0,0
95,-1.5487,-0.0218866,-0.0267065,0.0941067,0.0231312,0.0034351,-0.799422,0.121731,-0.71779,0.106501,0,0,0,0,0,0,0,0,0,0,0,0,-1.49994,-0.0279695,-0.0417385,0.080418,0.0304619,0.0029804,-0.722863,0.112383,-0.778844,0.117864,0,0,0,0,0,0,0,0,0,0,0,0,-4.00544,0.0347041,-0.0705953,1.13667,0.0250139,0.00340363,-0.747934,0.116094,-0.732501,0.112736,0,0,0,0,0,0,0,0,0,0,0,0,1.25879,0.0860796,0.075121,1.06849,0.0213953,0.00217299,0.378214,0.0411797,0.451273,0.0462865,0,0,0,0,0,0,0,0,0,0,0,0
96,-0.37971,0.00874899,-0.0471718,0.125873,-0.0412093,-0.00335265,-1.2162,-0.0525973,1.32939,-0.0629041,0,0,0,0,0,0,0,0,0,0,0,0,-0.489359,0.00158116,-0.0544373,0.3856,-0.0321296,-0.004338,-1.23481,-0.0493547,1.20296,-0.0487581,0,0,0,0,0,0,0,0,0,0,0,0,-1.64958,0.0326968,-0.0535741,0.871111,-0.037028,-0.00370891,-1.2605,-0.0458903,1.22037,-0.0534653,0,0,0,0,0,0,0,0,0,0,0,0,1.15813,0.068856,0.0672589,0.908466,0.021035,0.00230558,0.339108,0.0354608,0.430752,0.0465774,0,0,0,0,0,0,0,0,0,0,0,0
97,1.28736,-0.0408603,-6.82553e-05,-0.342109,0.0344648,-0.0089808,-0.93678,-0.184648,-0.0760467,-0.121535,0,0,0,0,0,0,0,0,0,0,0,0,1.33616,-0.0339754,0.00996554,-0.39107,0.0367637,-0.00905144,-1.04876,-0.177431,-0.0465835,-0.120763,0,0,0,0,0,0,0,0,0,0,0,0,1.17041,-0.0226363,0.0138655,0.0030804,0.0369368,-0.00905912,-0.978901,-0.182674,-0.0293076,-0.122273,0,0,0,0,0,0,0,0,0,0,0,0,0.582471,0.0921201,0.0713712,0.84671,0.0181083,0.00117254,0.374455,0.0237364,0.416492,0.0276535,0,0,0,0,0,0,0,0,0,0,0,0
98,-3.1579,-0.0101747,-0.0227089,-0.589198,0.00659161,0.00377681,0.870629,-0.243921,0.311848,0.0608351,0,0,0,0,0,0,0,0,0,0,0,0,-2.93904,-0.0100184,0.0219538,-0.450057,0.0112676,0.00353138,0.989516,-0.248911,0.47344,0.0509814,0,0,0,0,0,0,0,0,0,0,0,0,-3.51758,0.0483331,0.0234348,-0.0747959,0.00918728,0.00371129,0.979872,-0.249456,0.439844,0.053305,0,0,0,0,0,0,0,0,0,0,0,0,0.446338,0.0725809,0.0647829,0.774094,0.0187624,0.00110406,0.29724,0.0141617,0.268336,0.0146589,0,0,0,0,0,0,0,0,0,0,0,0
99,-2.06339,-0.00800022,0.0189674,-0.377883,0.00819193,0.00662153,0.53004,0.211551,-0.555422,0.0416934,0,0,0,0,0,0,0,0,0,0,0,0,-2.11395,-0.0359922,-0.0101427,-0.339418,0.00871025,0.00650616,0.538846,0.209325,-0.557337,0.0398921,0,0,0,0,0,0,0,0,0,0,0,0,-2.31154,-0.0172368,0.00147341,-0.0140173,0.00825005,0.00660204,0.591663,0.20309,-0.566557,0.0400554,0,0,0,0,0,0,0,0,0,0,0,0,0.525988,0.0765706,0.0670072,0.874922,0.0210312,0.00297519,0.367297,0.0500803,0.433447,0.0549383,0,0,0,0,0,0,0,0,0,0,0,0
100,1.06017,0.0103135,-0.013275,-0.263312,-0.00319956,-0.00158541,0.339717,-0.0491865,-1.0813,-0.11034,0,0,0,0,0,0,0,0,0,0,0,0,0.990347,0.00847462,-0.0129206,-0.253699,-0.000261931,-0.00213137,0.312526,-0.0413322,-1.08503,-0.114674,0,0,0,0,0,0,0,0,0,0,0,0,0.347474,0.0597928,0.00324264,0.181959,-0.00415195,-0.00163708,0.369735,-0.0476504,-1.1085,-0.108263,0,0,0,0,0,0,0,0,0,0,0,0,0.890882,0.0961372,0.0712597,0.87428,0.0224625,0.00398931,0.416131,0.0815466,0.458042,0.0663264,0,0,0,0,0,0,0,0,0,0,0,0
101,1.24264,0.0117485,-0.00959426,-0.233735,0.0023767,-2.96232e-05,-0.319384,-0.0245277,-0.120895,0.00367731,0,0,0,0,0,0,0,0,0,0,0,0,1.17045,0.00234347,-0.0208679,-0.255803,0.00149525,0.000274218,-0.316236,-0.023746,-0.056152,0.00166567,0,0,0,0,0,0,0,0,0,0,0,0,0.802145,0.0117502,-0.00644622,0.0535907,0.000903911,0.000135472,-0.316854,-0.0161219,-0.0592797,0.000365817,0,0,0,0,0,0,0,0,0,0,0,0,1.01336,0.092779,0.0793328,0.978322,0.0259513,0.00566498,0.461021,0.143486,0.625573,0.0987876,0,0,0,0,0,0,0,0,0,0,0,0
102,0.160914,-0.00611074,0.00669605,-0.0301792,-0.0178399,9.32863e-05,-1.20032,-0.00632535,0.453451,-0.00126032,0,0,0,0,0,0,0,0,0,0,0,0,0.435307,-0.0286003,-0.00494419,-0.169207,-0.0203992,-0.000124261,-1.16649,-0.026566,0.489559,0.0022792,0,0,0,0,0,0,0,0,0,0,0,0,-0.175321,-0.000356173,0.000183072,-0.00101975,-0.0190308,5.30132e-05,-1.20279,-0.00397855,0.476405,5.32412e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.16555,0.10302,0.0820673,0.937092,0.0307003,0.00578606,0.566293,0.157138,0.634384,0.0927596,0,0,0,0,0,0,0,0,0,0,0,0
103,1.18036,-0.0443562,0.0161135,-0.373054,0.0634396,0.00674326,-1.51352,-0.145318,0.653755,0.00793867,0,0,0,0,0,0,0,0,0,0,0,0,1.17558,-0.0538352,0.0117153,-0.285741,0.0666915,0.00608935,-1.56692,-0.144372,0.616708,0.0210514,0,0,0,0,0,0,0,0,0,0,0,0,1.08477,-0.045122,0.0346029,0.205281,0.0647544,0.00623137,-1.55492,-0.144763,0.669875,0.00981198,0,0,0,0,0,0,0,0,0,0,0,0,0.818894,0.0878513,0.0716959,0.793741,0.0226725,0.00439961,0.401308,0.0796252,0.447133,0.0744357,0,0,0,0,0,0,0,0,0,0,0,0
104,-0.551413,-0.00455429,-0.012005,-0.317961,0.0139633,-0.00206831,-1.39363,-0.0948091,0.862633,0.00320924,0,0,0,0,0,0,0,0,0,0,0,0,-0.536981,-0.000838283,0.000356824,-0.31111,0.0116377,-0.0013859,-1.35567,-0.115247,0.835572,-0.00249455,0,0,0,0,0,0,0,0,0,0,0,0,-0.978104,-0.00177824,0.00100185,-0.0049922,0.0141321,-0.00139399,-1.36765,-0.100952,0.853402,0.000429983,0,0,0,0,0,0,0,0,0,0,0,0,0.907523,0.0840502,0.0768708,0.941694,0.0264401,0.00573189,0.424205,0.145432,0.608919,0.0955017,0,0,0,0,0,0,0,0,0,0,0,0
105,0.365531,-0.0167097,0.00849513,-0.227777,-0.0601173,-0.00137438,0.724373,0.0618872,-0.024246,-0.00244476,0,0,0,0,0,0,0,0,0,0,0,0,0.298539,-0.0256317,0.0187287,-0.18654,-0.061765,-0.00151992,0.741879,0.0841722,-0.0739799,-0.0088878,0,0,0,0,0,0,0,0,0,0,0,0,-0.122692,-0.0206599,0.0124662,-0.00347752,-0.0597667,-0.00193603,0.734759,0.0701672,-0.0896013,-0.00160216,0,0,0,0,0,0,0,0,0,0,0,0,0.928268,0.0927241,0.0817355,0.920527,0.0273845,0.00567705,0.427865,0.135329,0.616213,0.0928306,0,0,0,0,0,0,0,0,0,0,0,0
106,-1.19364,-0.074527,0.017737,-0.294314,0.0307546,0.00149071,-1.09757,-0.143134,-1.12904,-0.0707992,0,0,0,0,0,0,0,0,0,0,0,0,-1.04729,-0.0690194,0.0282689,-0.0515914,0.0329736,0.00163381,-0.959491,-0.169139,-1.15949,-0.0676288,0,0,0,0,0,0,0,0,0,0,0,0,-1.17905,-0.0702798,0.0284582,0.345239,0.0311509,0.00159079,-1.00648,-0.158117,-1.15855,-0.0631079,0,0,0,0,0,0,0,0,0,0,0,0,0.664967,0.0870016,0.0638964,0.897346,0.0225152,0.00412413,0.45196,0.0885894,0.431086,0.0622498,0,0,0,0,0,0,0,0,0,0,0,0
107,-2.55725,-0.030301,0.00455798,-0.376274,0.0554582,0.00318659,-0.858228,-0.0123111,-2.47862,0.00957032,0,0,0,0,0,0,0,0,0,0,0,0,-2.58944,-0.0172042,0.0228219,-0.336254,0.0534585,0.00358256,-0.806952,-0.0369566,-2.39644,-0.000548804,0,0,0,0,0,0,0,0,0,0,0,0,-2.87728,-0.0232244,0.0141888,0.00502704,0.0552121,0.00346956,-0.857793,-0.0172133,-2.4191,0.00387161,0,0,0,0,0,0,0,0,0,0,0,0,0.535345,0.0886317,0.0764573,0.806522,0.0242819,0.00495447,0.399768,0.122587,0.476502,0.0862243,0,0,0,0,0,0,0,0,0,0,0,0
108,1.50811,0.0197293,-0.0278215,-0.0171787,-0.030377,-0.00823515,0.548774,0.284818,-1.04966,-0.0727852,0,0,0,0,0,0,0,0,0,0,0,0,1.48112,0.0350497,-0.0187663,-0.0846684,-0.0391043,-0.00687238,0.437991,0.309086,-1.10141,-0.0624713,0,0,0,0,0,0,0,0,0,0,0,0,1.02115,0.0456776,-0.0184235,0.337094,-0.0343043,-0.00757258,0.538832,0.286724,-1.09179,-0.0639343,0,0,0,0,0,0,0,0,0,0,0,0,1.01307,0.0823047,0.0722145,0.879292,0.0203308,0.00364563,0.405618,0.0817185,0.465752,0.0712725,0,0,0,0,0,0,0,0,0,0,0,0
109,2.19398,0.0208505,-0.0201446,-0.0301554,0.0368337,-0.00208965,-0.602418,-0.052795,-2.18729,0.0019118,0,0,0,0,0,0,0,0,0,0,0,0,2.23781,0.0211914,-0.0152521,-0.0291772,0.039125,-0.00154525,-0.535771,-0.0692048,-2.1737,-0.00826733,0,0,0,0,0,0,0,0,0,0,0,0,1.82337,0.0427078,-0.0168023,0.293258,0.0377778,-0.00193538,-0.562771,-0.0585365,-2.20699,0.00816304,0,0,0,0,0,0,0,0,0,0,0,0,0.997986,0.0850696,0.0727464,0.896304,0.0227653,0.00478861,0.413247,0.0968841,0.405563,0.0732563,0,0,0,0,0,0,0,0,0,0,0,0
110,-3.04763,-0.0142221,0.00660727,-0.379171,0.0880895,0.000784957,0.181194,0.122967,-0.310924,0.00928192,0,0,0,0,0,0,0,0,0,0,0,0,-3.03606,-0.0175469,0.00744598,-0.3813,0.0910691,0.000217176,0.220542,0.117397,-0.307198,-0.00279634,0,0,0,0,0,0,0,0,0,0,0,0,-3.4464,-0.00881403,0.00510357,-0.0163567,0.0876005,0.00105121,0.229169,0.128314,-0.318726,0.00242583,0,0,0,0,0,0,0,0,0,0,0,0,0.619786,0.0882133,0.0741261,0.842124,0.0244203,0.00545867,0.437421,0.141648,0.471786,0.0964617,0,0,0,0,0,0,0,0,0,0,0,0
111,0.2444,0.00655158,-0.0136456,-0.171418,0.0133287,3.58e-05,-0.733362,-0.185119,0.888495,0.068125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562954,0.0434406,0.00946688,-0.309872,0.0120837,0.000360369,-0.710375,-0.183664,1.04057,0.0538725,0,0,0,0,0,0,0,0,0,0,0,0,-0.573998,0.070841,0.0125738,0.118102,0.0118115,0.000426815,-0.73837,-0.18002,0.964149,0.0599408,0,0,0,0,0,0,0,0,0,0,0,0,0.911428,0.0916441,0.0645572,0.839754,0.0217375,0.0024783,0.396885,0.0469541,0.436263,0.0422727,0,0,0,0,0,0,0,0,0,0,0,0
112,0.240051,-0.00255504,0.000109322,0.0389432,-0.0189715,0.00126623,-1.16762,-0.0108428,0.027412,0.00423237,0,0,0,0,0,0,0,0,0,0,0,0,0.436111,0.00303779,0.00713122,-0.0313644,-0.0175992,0.000719524,-1.08523,-0.02984,0.0423537,-0.00427002,0,0,0,0,0,0,0,0,0,0,0,0,-0.193642,-0.000349647,0.000180226,-0.00100162,-0.0200445,0.000830767,-1.135,-0.0113261,0.00117777,0.00031537,0,0,0,0,0,0,0,0,0,0,0,0,1.18371,0.095419,0.0769089,0.955866,0.0274627,0.00549737,0.501147,0.141516,0.623557,0.0917962,0,0,0,0,0,0,0,0,0,0,0,0
